model,image_id,total_questions,hallucinated_questions,no_hallucination_questions,hallucination_rate,balance_score
FastVLM-7B,AMBER_141.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_143.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_144.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_178.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_183.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_185.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_19.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_229.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_231.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_287.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_295.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_3.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_309.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_316.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_328.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_329.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_348.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_38.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_398.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_402.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_416.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_467.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_527.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_529.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_542.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_545.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_548.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_561.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_566.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_575.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_601.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_615.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_619.jpg,8,2,6,0.25,0.25
FastVLM-7B,AMBER_658.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_663.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_669.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_69.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_700.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_702.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_706.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_707.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_721.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_729.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_730.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_731.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_74.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_743.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_748.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_76.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_78.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_782.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_786.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_803.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_82.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_833.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_856.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_861.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_911.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_918.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_935.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_94.jpg,4,1,3,0.25,0.25
FastVLM-7B,AMBER_967.jpg,4,1,3,0.25,0.25
FastVLM-7B,hallusionbench_chart_0_1.png,4,1,3,0.25,0.25
FastVLM-7B,hallusionbench_chart_10_2.png,4,1,3,0.25,0.25
FastVLM-7B,hallusionbench_chart_9_1.png,4,3,1,0.75,0.25
FastVLM-7B,hallusionbench_chart_9_2.png,4,3,1,0.75,0.25
FastVLM-7B,hallusionbench_map_0_2.png,4,3,1,0.75,0.25
FastVLM-7B,hallusionbench_map_5_1.png,4,1,3,0.25,0.25
FastVLM-7B,hallusionbench_table_6_1.png,4,1,3,0.25,0.25
FastVLM-7B,hallusionbench_table_9_2.png,4,1,3,0.25,0.25
FastVLM-7B,hallusionbench_video_11_1.png,4,1,3,0.25,0.25
FastVLM-7B,hallusionbench_video_14_0.png,4,1,3,0.25,0.25
FastVLM-7B,hallusionbench_video_14_2.png,4,1,3,0.25,0.25
FastVLM-7B,hallusionbench_video_18_0.png,4,1,3,0.25,0.25
FastVLM-7B,hallusionbench_video_18_2.png,4,1,3,0.25,0.25
FastVLM-7B,hallusionbench_video_1_2.png,4,1,3,0.25,0.25
FastVLM-7B,hallusionbench_video_3_0.png,4,1,3,0.25,0.25
FastVLM-7B,hallusionbench_video_3_2.png,4,3,1,0.75,0.25
FastVLM-7B,hallusionbench_video_4_1.png,4,1,3,0.25,0.25
FastVLM-7B,hallusionbench_video_4_2.png,4,1,3,0.25,0.25
FastVLM-7B,hallusionbench_video_5_0.png,4,3,1,0.75,0.25
FastVLM-7B,hallusionbench_video_6_0.png,4,1,3,0.25,0.25
FastVLM-7B,hallusionbench_video_7_1.png,4,3,1,0.75,0.25
FastVLM-7B,hallusionbench_video_8_0.png,4,1,3,0.25,0.25
FastVLM-7B,AMBER_1002.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_107.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_118.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_119.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_147.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_16.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_197.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_206.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_208.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_211.jpg,10,2,8,0.2,0.3
FastVLM-7B,AMBER_214.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_221.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_236.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_259.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_285.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_286.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_315.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_318.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_384.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_395.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_424.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_452.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_49.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_522.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_526.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_546.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_555.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_594.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_595.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_609.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_622.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_64.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_646.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_66.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_726.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_741.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_745.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_749.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_81.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_848.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_851.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_947.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_964.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_975.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_994.jpg,5,1,4,0.2,0.3
FastVLM-7B,AMBER_1004.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_109.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_169.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_174.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_207.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_235.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_244.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_249.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_255.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_311.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_371.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_374.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_386.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_414.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_473.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_504.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_524.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_579.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_588.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_621.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_662.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_670.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_68.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_686.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_687.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_720.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_79.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_799.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_897.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_9.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_99.jpg,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,hallusionbench_table_7_3.png,6,1,5,0.16666666666666666,0.33333333333333337
FastVLM-7B,AMBER_1001.jpg,7,1,6,0.14285714285714285,0.35714285714285715
FastVLM-7B,AMBER_108.jpg,7,1,6,0.14285714285714285,0.35714285714285715
FastVLM-7B,AMBER_131.jpg,7,1,6,0.14285714285714285,0.35714285714285715
FastVLM-7B,AMBER_20.jpg,7,1,6,0.14285714285714285,0.35714285714285715
FastVLM-7B,AMBER_209.jpg,7,1,6,0.14285714285714285,0.35714285714285715
FastVLM-7B,AMBER_227.jpg,7,1,6,0.14285714285714285,0.35714285714285715
FastVLM-7B,AMBER_228.jpg,7,1,6,0.14285714285714285,0.35714285714285715
FastVLM-7B,AMBER_34.jpg,7,1,6,0.14285714285714285,0.35714285714285715
FastVLM-7B,AMBER_350.jpg,7,1,6,0.14285714285714285,0.35714285714285715
FastVLM-7B,AMBER_358.jpg,7,1,6,0.14285714285714285,0.35714285714285715
FastVLM-7B,AMBER_415.jpg,7,1,6,0.14285714285714285,0.35714285714285715
FastVLM-7B,AMBER_417.jpg,7,1,6,0.14285714285714285,0.35714285714285715
FastVLM-7B,AMBER_485.jpg,7,1,6,0.14285714285714285,0.35714285714285715
FastVLM-7B,AMBER_57.jpg,7,1,6,0.14285714285714285,0.35714285714285715
FastVLM-7B,AMBER_645.jpg,7,1,6,0.14285714285714285,0.35714285714285715
FastVLM-7B,AMBER_725.jpg,7,1,6,0.14285714285714285,0.35714285714285715
FastVLM-7B,AMBER_801.jpg,7,1,6,0.14285714285714285,0.35714285714285715
FastVLM-7B,AMBER_845.jpg,7,1,6,0.14285714285714285,0.35714285714285715
FastVLM-7B,AMBER_936.jpg,7,1,6,0.14285714285714285,0.35714285714285715
FastVLM-7B,AMBER_98.jpg,7,1,6,0.14285714285714285,0.35714285714285715
FastVLM-7B,AMBER_989.jpg,7,1,6,0.14285714285714285,0.35714285714285715
FastVLM-7B,AMBER_47.jpg,8,1,7,0.125,0.375
FastVLM-7B,AMBER_50.jpg,8,1,7,0.125,0.375
FastVLM-7B,AMBER_559.jpg,8,1,7,0.125,0.375
FastVLM-7B,AMBER_58.jpg,8,1,7,0.125,0.375
FastVLM-7B,AMBER_587.jpg,8,1,7,0.125,0.375
FastVLM-7B,AMBER_651.jpg,8,1,7,0.125,0.375
FastVLM-7B,hallusionbench_chart_1_1.png,8,1,7,0.125,0.375
FastVLM-7B,hallusionbench_chart_2_1.png,8,1,7,0.125,0.375
FastVLM-7B,AMBER_140.jpg,9,1,8,0.1111111111111111,0.3888888888888889
Gemma3-12B,AMBER_157.jpg,2,1,1,0.5,0.0
Gemma3-12B,AMBER_182.jpg,2,1,1,0.5,0.0
Gemma3-12B,AMBER_210.jpg,2,1,1,0.5,0.0
Gemma3-12B,AMBER_243.jpg,2,1,1,0.5,0.0
Gemma3-12B,AMBER_249.jpg,6,3,3,0.5,0.0
Gemma3-12B,AMBER_263.jpg,2,1,1,0.5,0.0
Gemma3-12B,AMBER_307.jpg,2,1,1,0.5,0.0
Gemma3-12B,AMBER_328.jpg,4,2,2,0.5,0.0
Gemma3-12B,AMBER_378.jpg,2,1,1,0.5,0.0
Gemma3-12B,AMBER_413.jpg,4,2,2,0.5,0.0
Gemma3-12B,AMBER_444.jpg,2,1,1,0.5,0.0
Gemma3-12B,AMBER_498.jpg,4,2,2,0.5,0.0
Gemma3-12B,AMBER_512.jpg,4,2,2,0.5,0.0
Gemma3-12B,AMBER_570.jpg,4,2,2,0.5,0.0
Gemma3-12B,AMBER_571.jpg,2,1,1,0.5,0.0
Gemma3-12B,AMBER_582.jpg,2,1,1,0.5,0.0
Gemma3-12B,AMBER_602.jpg,2,1,1,0.5,0.0
Gemma3-12B,AMBER_63.jpg,4,2,2,0.5,0.0
Gemma3-12B,AMBER_692.jpg,2,1,1,0.5,0.0
Gemma3-12B,AMBER_739.jpg,2,1,1,0.5,0.0
Gemma3-12B,AMBER_76.jpg,4,2,2,0.5,0.0
Gemma3-12B,AMBER_782.jpg,4,2,2,0.5,0.0
Gemma3-12B,AMBER_802.jpg,2,1,1,0.5,0.0
Gemma3-12B,AMBER_82.jpg,4,2,2,0.5,0.0
Gemma3-12B,AMBER_844.jpg,2,1,1,0.5,0.0
Gemma3-12B,AMBER_869.jpg,2,1,1,0.5,0.0
Gemma3-12B,AMBER_876.jpg,2,1,1,0.5,0.0
Gemma3-12B,AMBER_893.jpg,2,1,1,0.5,0.0
Gemma3-12B,AMBER_899.jpg,4,2,2,0.5,0.0
Gemma3-12B,AMBER_911.jpg,4,2,2,0.5,0.0
Gemma3-12B,AMBER_94.jpg,4,2,2,0.5,0.0
Gemma3-12B,AMBER_942.jpg,2,1,1,0.5,0.0
Gemma3-12B,AMBER_946.jpg,2,1,1,0.5,0.0
Gemma3-12B,AMBER_979.jpg,2,1,1,0.5,0.0
Gemma3-12B,AMBER_984.jpg,2,1,1,0.5,0.0
Gemma3-12B,hallusionbench_chart_0_1.png,4,2,2,0.5,0.0
Gemma3-12B,hallusionbench_chart_15_1.png,2,1,1,0.5,0.0
Gemma3-12B,hallusionbench_chart_19_1.png,2,1,1,0.5,0.0
Gemma3-12B,hallusionbench_chart_19_2.png,2,1,1,0.5,0.0
Gemma3-12B,hallusionbench_chart_20_1.png,2,1,1,0.5,0.0
Gemma3-12B,hallusionbench_chart_20_2.png,2,1,1,0.5,0.0
Gemma3-12B,hallusionbench_chart_5_1.png,4,2,2,0.5,0.0
Gemma3-12B,hallusionbench_chart_5_2.png,4,2,2,0.5,0.0
Gemma3-12B,hallusionbench_figure_10_1.png,2,1,1,0.5,0.0
Gemma3-12B,hallusionbench_figure_9_1.png,2,1,1,0.5,0.0
Gemma3-12B,hallusionbench_illusion_10_1.png,2,1,1,0.5,0.0
Gemma3-12B,hallusionbench_illusion_21_0.png,2,1,1,0.5,0.0
Gemma3-12B,hallusionbench_illusion_30_0.png,2,1,1,0.5,0.0
Gemma3-12B,hallusionbench_illusion_30_1.png,2,1,1,0.5,0.0
Gemma3-12B,hallusionbench_illusion_7_0.png,2,1,1,0.5,0.0
Gemma3-12B,hallusionbench_map_10_2.png,2,1,1,0.5,0.0
Gemma3-12B,hallusionbench_map_5_1.png,4,2,2,0.5,0.0
Gemma3-12B,hallusionbench_map_5_2.png,4,2,2,0.5,0.0
Gemma3-12B,hallusionbench_map_7_1.png,2,1,1,0.5,0.0
Gemma3-12B,hallusionbench_map_9_2.png,2,1,1,0.5,0.0
Gemma3-12B,hallusionbench_math_1_1.png,2,1,1,0.5,0.0
Gemma3-12B,hallusionbench_math_4_1.png,2,1,1,0.5,0.0
Gemma3-12B,hallusionbench_math_7_1.png,2,1,1,0.5,0.0
Gemma3-12B,hallusionbench_math_8_1.png,2,1,1,0.5,0.0
Gemma3-12B,hallusionbench_math_9_1.png,2,1,1,0.5,0.0
Gemma3-12B,hallusionbench_ocr_20_0.png,2,1,1,0.5,0.0
Gemma3-12B,hallusionbench_ocr_20_1.png,2,1,1,0.5,0.0
Gemma3-12B,hallusionbench_ocr_2_2.png,2,1,1,0.5,0.0
Gemma3-12B,hallusionbench_table_5_3.png,2,1,1,0.5,0.0
Gemma3-12B,hallusionbench_table_8_2.png,2,1,1,0.5,0.0
Gemma3-12B,hallusionbench_table_9_2.png,4,2,2,0.5,0.0
Gemma3-12B,hallusionbench_video_10_0.png,4,2,2,0.5,0.0
Gemma3-12B,hallusionbench_video_10_1.png,4,2,2,0.5,0.0
Gemma3-12B,hallusionbench_video_10_2.png,4,2,2,0.5,0.0
Gemma3-12B,hallusionbench_video_11_1.png,4,2,2,0.5,0.0
Gemma3-12B,hallusionbench_video_14_0.png,4,2,2,0.5,0.0
Gemma3-12B,hallusionbench_video_14_1.png,4,2,2,0.5,0.0
Gemma3-12B,hallusionbench_video_17_0.png,4,2,2,0.5,0.0
Gemma3-12B,hallusionbench_video_17_1.png,4,2,2,0.5,0.0
Gemma3-12B,hallusionbench_video_19_0.png,4,2,2,0.5,0.0
Gemma3-12B,hallusionbench_video_19_1.png,4,2,2,0.5,0.0
Gemma3-12B,hallusionbench_video_19_2.png,4,2,2,0.5,0.0
Gemma3-12B,hallusionbench_video_1_0.png,4,2,2,0.5,0.0
Gemma3-12B,hallusionbench_video_1_1.png,4,2,2,0.5,0.0
Gemma3-12B,hallusionbench_video_3_1.png,4,2,2,0.5,0.0
Gemma3-12B,hallusionbench_video_4_0.png,4,2,2,0.5,0.0
Gemma3-12B,hallusionbench_video_4_1.png,4,2,2,0.5,0.0
Gemma3-12B,hallusionbench_video_5_0.png,4,2,2,0.5,0.0
Gemma3-12B,hallusionbench_video_5_1.png,4,2,2,0.5,0.0
Gemma3-12B,hallusionbench_video_6_0.png,4,2,2,0.5,0.0
Gemma3-12B,hallusionbench_video_6_1.png,4,2,2,0.5,0.0
Gemma3-12B,hallusionbench_video_7_0.png,4,2,2,0.5,0.0
Gemma3-12B,hallusionbench_video_7_1.png,4,2,2,0.5,0.0
Gemma3-12B,hallusionbench_video_8_0.png,4,2,2,0.5,0.0
Gemma3-12B,hallusionbench_video_8_1.png,4,2,2,0.5,0.0
Gemma3-12B,haloquest_1937.png,2,1,1,0.5,0.0
Gemma3-12B,mme_artwork_22667.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_artwork_6297.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0032138_shot_0395_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0056869_shot_0320_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0064115_shot_0367_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0064665_shot_0300_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0065214_shot_0366_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0066921_shot_0631_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0068646_shot_0166_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0070511_shot_0639_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0070735_shot_0818_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0070849_shot_0021_img_1.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0071315_shot_0153_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0071562_shot_0684_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0074119_shot_0814_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0075148_shot_0618_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0077402_shot_1220_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0077416_shot_1442_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0077651_shot_0133_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0078788_shot_1434_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0079417_shot_0735_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0079470_shot_0798_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0079945_shot_1411_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0082971_shot_0831_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0083866_shot_0364_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0083907_shot_0633_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0083929_shot_0405_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0087332_shot_0798_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0087469_shot_0049_img_2.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0088993_shot_0569_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0089218_shot_0327_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0092099_shot_0455_img_1.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0092699_shot_0208_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0093565_shot_0409_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0095016_shot_1170_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0095250_shot_0509_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0095765_shot_0008_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0096754_shot_0570_img_1.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0096874_shot_0647_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0096895_shot_0819_img_1.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0097428_shot_0106_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0098635_shot_0556_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0098724_shot_0474_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0099685_shot_1132_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0099810_shot_0285_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0100403_shot_0517_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0101410_shot_0105_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0103776_shot_0719_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0106977_shot_1604_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0111280_shot_0258_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0111280_shot_1479_img_2.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0112384_shot_0878_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0114369_shot_1138_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0114388_shot_0162_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0116367_shot_0755_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0116695_shot_0343_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0117509_shot_0041_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0118655_shot_0279_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0118655_shot_1152_img_2.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0118749_shot_0795_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0118883_shot_0691_img_1.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0118971_shot_0679_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0119116_shot_0721_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0119528_shot_0171_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0119738_shot_0201_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_celebrity_tt0119822_shot_0878_img_0.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_color_000000053994.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_color_000000370208.jpg,2,1,1,0.5,0.0
Gemma3-12B,mme_commonsense_reasoning_0009.png,2,1,1,0.5,0.0
